Award ID,Awarding Agency,Recipient Name,Description,Obligated Amount,Total Outlays,Place of Performance Country Code,Place of Performance State Code,Place of Performance City Code,Base Obligation Date,CFDA Number,Award URL
90ZI0169,Department of Health and Human Services,CHALDEAN AMERICAN LADIES OF CHARITY,PATHWAYS TO PROSPERITY REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNT PROGRAM,698898.42,274656.53,USA,MI,MI*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0169_7590
90ZI0168,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",SALT LAKE CITY IDA 2023,700000.0,287869.0,USA,UT,UT*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0168_7590
90ZI0167,Department of Health and Human Services,"NEW AMERICAN PATHWAYS, INC.",NEW AP REFUGEE IDA PROGRAM,700000.0,187371.33,USA,GA,GA*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0167_7590
90ZI0166,Department of Health and Human Services,ACCOMPANY CAPITAL INC,ACCOMPANY CAPITAL'S IDA PROGRAM FOR REFUGEES,700000.0,67856.69,USA,NY,NY*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0166_7590
90ZI0165,Department of Health and Human Services,THE IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION,REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNTS,700000.0,302372.58,USA,OR,OR*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0165_7590
90ZI0164,Department of Health and Human Services,CATHOLIC CHARITIES OF NE KANSAS INC,CCNEK DOUBLE MONEY REFUGEE IDA PROGRAM,700000.0,223283.1,USA,KS,KS*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0164_7590
90ZI0163,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,LIRS REFUGEE IDA PROGRAM 2022-2025,750000.0,371013.0,USA,MD,MD99005,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0163_7590
90ZI0162,Department of Health and Human Services,"JEWISH FAMILY SERVICES OF WASHTENAW COUNTY, INC.",MICHIGAN IDA,750000.0,453125.0,USA,MI,MI03000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0162_7590
90ZI0161,Department of Health and Human Services,"INTERNATIONAL INSTITUTE OF NEW ENGLAND, INC.",SAVINGS FOR SUCCESS: AFGHAN REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNTS,750000.0,444358.29,USA,MA,MA07000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0161_7590
90ZI0160,Department of Health and Human Services,ALLIANCE FOR MULTICULTURAL COMMUNITY SERVICES (AMCS),REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNT (IDA) PROGRAM,369549.11,369549.11,USA,TX,TX35000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0160_7590
90ZI0159,Department of Health and Human Services,ACCOMPANY CAPITAL INC,ACCOMPANY CAPITAL'S IDA PROGRAM FOR REFUGEES,750000.0,750000.0,USA,NY,NY51000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0159_7590
90ZI0158,Department of Health and Human Services,LUTHERAN FAMILY SERVICES OF NEBRASKA INC,LFS REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNTS PROGRAM,750000.0,366593.6,USA,NE,NE37000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0158_7590
90ZI0157,Department of Health and Human Services,GLOBAL ALLIANCE SOLUTIONS FOUNDATION,GASF INDIVIDUAL DEVELOPMENT ACCOUNT PROGRAM,750000.0,152760.25,USA,MI,MI85510,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0157_7590
90ZI0156,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,IRC IN SAN JOSE REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNTS (IDA),750000.0,100251.0,USA,NY,NY51000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0156_7590
90ZI0155,Department of Health and Human Services,THE IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION,THE IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION'S REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNT (RIDA) PROGRAM,750000.0,363497.84,USA,OR,OR59000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0155_7590
90ZI0154,Department of Health and Human Services,"NEW AMERICAN PATHWAYS, INC.",NEW AP SAVINGS MATCH PROGRAM,750000.0,467454.95,USA,GA,GA04000,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0154_7590
90ZI0153,Department of Health and Human Services,"INTERNATIONAL INSTITUTE OF NEW ENGLAND, INC.",INTERNATIONAL INSTITUTE OF NEW ENGLAND SAVINGS FOR SUCCESS: REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNTS PROGRAM,1000000.0,374039.57,USA,MA,MA07000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0153_7590
90ZI0152,Department of Health and Human Services,NEW ROOTS FUND,INDIVIDUAL DEVELOPMENT ACCOUNTS PROJECT,1000000.0,668553.16,USA,WA,WA63000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0152_7590
90ZI0151,Department of Health and Human Services,SOMALI BANTU ASSOCIATION OF AMERICA,"ACQUIRE, SAVE, AND SUCCEED EDUCATION AND TRAINING (ASSET)",995984.0,746988.0,USA,CA,CA66000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0151_7590
90ZI0150,Department of Health and Human Services,"BUSINESS OUTREACH CENTER NETWORK, INC.",BOC REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNT (IDA) PROJECT,1000000.0,448555.0,USA,NY,NY10021,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0150_7590
90ZI0149,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC",IRC SAN DIEGO INDIVIDUAL DEVELOPMENT ACCOUNTS (IDA) PROGRAM,1000000.0,677989.0,USA,CA,CA66000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0149_7590
90ZI0148,Department of Health and Human Services,HIAS INC,FY2022 HIAS REFUGEE INDIVIDUAL DEVELOPMENT ACCOUNTS PROGRAM,500000.0,120968.67,USA,NY,NY51000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0148_7590
90ZI0147,Department of Health and Human Services,LUTHERAN SOCIAL SERVICES OF COLORADO,"INDIVIDUAL DEVELOPMENT ACCOUNT PROGRAM IN BERNALILLO COUNTY, NEW MEXICO",919984.0,444326.26,USA,CO,CO20000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0147_7590
90ZI0146,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",INDIVIDUAL DEVELOPMENT ACCOUNTS PROGRAM IN PHOENIX,1000000.0,321762.77,USA,NY,NY51000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90ZI0146_7590
90XR0029,Department of Health and Human Services,"CHURCH WORLD SERVICE, INC.",ENHANCING REFUGEE HOUSING SOLUTIONS,1984144.0,298397.91,USA,NY,NY*****,2023,93.576,https://www.usaspending.gov/award/ASST_NON_90XR0029_7590
90TV0069,Department of Health and Human Services,VOLUNTEERS OF AMERICA OF LOS ANGELES,VOLUNTEERS OF AMERICA OF LOS ANGELES VICTIMS' ASSISTANCE SANCTUARY PROGRAM,300000.0,96310.0,USA,CA,CA**037,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0069_7590
90TV0068,Department of Health and Human Services,YOUTHCARE,YOUTHCARE'S DOMESTIC VICTIMS OF HUMAN TRAFFICKING SERVICES AND OUTREACH PROJECT,300000.0,194487.74,USA,WA,WA*****,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0068_7590
90TV0067,Department of Health and Human Services,CENTER FOR FAMILY SERVICES INC,DOMESTIC VICTIMS OF HUMAN TRAFFICKING SERVICES AND OUTREACH (DVHT-SO),300000.0,197954.0,USA,NJ,NJ**007,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0067_7590
90TV0066,Department of Health and Human Services,NORTH COUNTY LIFELINE,COMPREHENSIVE CASE MANAGEMENT AND SUPPORTIVE SERVICES FOR DOMESTIC VICTIMS OF HUMAN TRAFFICKING IN SAN DIEGO COUNTY,300000.0,156774.53,USA,CA,CA*****,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0066_7590
90TV0065,Department of Health and Human Services,"J BAR J YOUTH SERVICES, INC.",ANTI-TRAFFICKING PROJECT FOR DOMESTIC VICTIMS OF HUMAN TRAFFICKING.,300000.0,200000.0,USA,OR,OR**017,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0065_7590
90TV0064,Department of Health and Human Services,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE NORTH,"CULTURALLY RESPONSIVE OUTREACH, SERVICES AND PUBLIC AWARENESS FOR NATIVE AMERICANS WHO HAVE EXPERIENCED HUMAN TRAFFICKING",662950.0,162847.8,USA,MN,MN**053,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0064_7590
90TV0063,Department of Health and Human Services,"ALASKA NATIVE JUSTICE CENTER, INC",SHEL QINASH SERVICES,666666.0,125500.59,USA,AK,AK*****,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0063_7590
90TV0062,Department of Health and Human Services,CHILD AND FAMILY SERVICE,MANA'OLANA (HOPE),600000.0,93245.97,USA,HI,HI**007,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0062_7590
90TV0061,Department of Health and Human Services,MILWAUKEE BOARD OF SCHOOL DIRECTORS,NOT A NUMBER: BUILDING HT PREVENTION EDUCATION CAPACITY IN MILWAUKEE PUBLIC SCHOOLS,900000.0,155575.95,USA,WI,WI*****,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0061_7590
90TV0060,Department of Health and Human Services,OAKLAND UNIFIED SCHOOL DISTRICT,SAFETY THROUGH EDUCATION AND PREVENTION (STEP),1000000.0,64982.83,USA,CA,CA*****,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0060_7590
90TV0059,Department of Health and Human Services,REGION 19 EDUCATION SERVICE CENTER,ESC 19 HTYPE PROJECT,948592.0,60817.1,USA,TX,TX**141,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0059_7590
90TV0058,Department of Health and Human Services,SCHOOL DISTRICT NO 1 IN THE CITY AND COUNTY OF DENVER AND THE STATE OF COLORADO,BUILDING HT PREVENTION EDUCATION CAPACITY IN DENVER PUBLIC SCHOOLS,1000000.0,,USA,CO,CO**031,2023,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0058_7590
90TV0057,Department of Health and Human Services,ST. LUKE'S FOUNDATION,"EXPANDING A NOVEL HEALTHCARE COORDINATED RESPONSE TO HUMAN TRAFFICKING BY ENHANCING OUTREACH, CASE MANAGEMENT, AND CONTINUITY OF CARE",875018.0,270234.97,USA,TX,TX**201,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0057_7590
90TV0056,Department of Health and Human Services,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE NORTH,YMCA ENOUGH. PROGRAM AND SERVICES FOR VICTIMS OF HUMAN SEXUAL TRAFFICKING,969795.0,505188.26,USA,MN,MN**053,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0056_7590
90TV0055,Department of Health and Human Services,COVENANT HOUSE ALASKA,COVENANT HOUSE ALASKA DOMESTIC VICTIMS OF HUMAN TRAFFICKING AND STREET OUTREACH (DVHT-SO) PROJECT,1080000.0,480687.81,USA,AK,AK*****,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0055_7590
90TV0054,Department of Health and Human Services,WAYNE COUNTY NEIGHBORHOOD LEGAL SERVICES,NEIGHBORHOOD LEGAL SERVICES OF MICHIGAN HUMAN TRAFFICKING PROJECT,722868.0,368608.93,USA,MI,MI*****,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0054_7590
90TV0053,Department of Health and Human Services,YOUTH CONTINUUM INC,ENGAGING SURVIVORS IN TRAFFICKING OUTREACH (ESITO DVHT-SO PROGRAM),585426.0,164403.31,USA,CT,CT**009,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0053_7590
90TV0052,Department of Health and Human Services,"HOPE FOR JUSTICE, INC.","THE PROJECT WILL IDENTIFY DOMESTIC VICTIMS OF HUMAN TRAFFICKING (SEX AND LABOR TRAFFICKING), AND PROVIDE COMPREHENSIVE, TAILORED, TRAUMA-INFORMED CASE MANAGEMENT FOR DOMESTIC VICTIMS IN NORTH CAROLINA",943119.0,587883.87,USA,TN,TN*****,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0052_7590
90TV0051,Department of Health and Human Services,REGION ONE EDUCATION SRV CENTER,HUMAN TRAFFICKING YOUTH PREVENTION EDUCATION - PROTECT PROGRAM FOR TEXAS EDUCATION SERVICE CENTER REGION ONE,1366741.0,730641.89,USA,TX,TX**215,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0051_7590
90TV0050,Department of Health and Human Services,EDUCATIONAL SERVICE UNIT,THE PROJECT TASK FORCE-PREVENTING HUMAN TRAFFICKING THROUGH EDUCATION,1392192.0,563940.18,USA,NE,NE**053,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0050_7590
90TV0049,Department of Health and Human Services,CITY OF NEW YORK BOARD OF EDUCATION,NYC DOE HUMAN TRAFFICKING PREVENTION EDUCATION DEMONSTRATION PROGRAM,1247842.0,506158.5,USA,NY,NY**047,2022,93.327,https://www.usaspending.gov/award/ASST_NON_90TV0049_7590
90RP0125,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",FY22 IRC PREFERRED COMMUNITIES PROGRAM,138642098.0,77895453.0,USA,NY,NY51000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0125_7590
90RP0124,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,LIRS PREFERRED COMMUNITIES PROGRAM FY 2022,138642098.0,71730106.0,USA,MD,MD04000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0124_7590
90RP0123,Department of Health and Human Services,WORLD RELIEF CORP OF NATIONAL ASS,WORLD RELIEF PREFERRED COMMUNTIES INTENSIVE CASE MANAGEMENT PROGRAM FOR INDIVIDUALS AND GROUPS,89234227.0,55390369.45,USA,MD,MD**005,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0123_7590
90RP0122,Department of Health and Human Services,HIAS INC,HIAS' PREFERRED COMMUNITIES PROGRAM,119909198.0,55410588.57,USA,MD,MD72450,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0122_7590
90RP0121,Department of Health and Human Services,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,USCCB FY2022 PREFERRED COMMUNITIES PROGRAM,138822098.0,50384125.79,USA,DC,DC50000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0121_7590
90RP0120,Department of Health and Human Services,"CHURCH WORLD SERVICE, INC.",CWS PREFERRED COMMUNITIES PROGRAM 2021,138442630.0,68741305.45,USA,NC,NC19000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0120_7590
90RP0119,Department of Health and Human Services,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC.",PREFERRED COMMUNITIES PROGRAM TO SUPPORT ESPECIALLY VULNERABLE POPULATIONS ACHIEVE SELF-SUFFICIENCY THROUGH INTENSIVE CASE MANAGEMENT AND COMMUNITY CAPACITY BUILDING.,140166861.0,59542880.59,USA,VA,VA03000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0119_7590
90RP0118,Department of Health and Human Services,"ETHIOPIAN COMMUNITY DEVELOPMENT COUNCIL, INC.",PREFERRED COMMUNITIES PROGRAM,107625491.0,45398678.24,USA,VA,VA03000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0118_7590
90RP0117,Department of Health and Human Services,DOMESTIC AND FOREIGN MISSIONARY SOCIETY OF THE PROTESTANT EPISCOPAL CHURCH IN THE USA,EMM INTENSIVE CASE MANAGEMENT PROGRAM,78727814.0,27964508.57,USA,NY,NY51000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RP0117_7590
90RG0244,Department of Health and Human Services,NEW ROOTS FUND,MICROENTERPRISE DEVELOPMENT PROJECT,750000.0,418447.85,USA,WA,WA*****,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0244_7590
90RG0243,Department of Health and Human Services,"OPENING DOORS, INC",TECHNICAL ASSISTANCE FOR MED LOAN AND CREDIT BUILDER LOAN BORROWERS AND PROSPECTIVE BORROWERS,525000.0,313553.88,USA,CA,CA**067,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0243_7590
90RG0242,Department of Health and Human Services,"WESTMINSTER ECONOMIC DEVELOPMENT INITIATIVE, INC.",WEDI 2022 REFUGEE MICROENTERPRISE DEVELOPMENT PROJECT,750000.0,375000.0,USA,NY,NY**029,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0242_7590
90RG0241,Department of Health and Human Services,LUTHERAN SOCIAL SERVICES OF COLORADO,"REFUGEE MICROENTERPRISE DEVELOPMENT PROGRAM WILL SUPPORT REFUGEES PRIMARILY IN EL PASO COUNTY, COLORADO.",750000.0,75141.88,USA,CO,CO**031,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0241_7590
90RG0240,Department of Health and Human Services,WOMEN'S OPPORTUNITIES RESOURCE CENTER,WORC?S REFUGEE MICROENTERPRISE DEVELOPMENT PROGRAM,633540.0,132254.0,USA,PA,PA**101,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0240_7590
90RG0239,Department of Health and Human Services,"BUSINESS OUTREACH CENTER NETWORK, INC.",BOC REFUGEE MICROENTERPRISE DEVELOPMENT PROJECT,750000.0,375571.82,USA,NY,NY**047,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0239_7590
90RG0238,Department of Health and Human Services,"ECONOMIC AND COMMUNITY DEVELOPMENT INSTITUTE, INC.",ORR OHIO REFUGEE MICROENTERPRISE DEVELOPMENT PROGRAM,750000.0,270809.24,USA,OH,OH*****,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0238_7590
90RG0237,Department of Health and Human Services,LUTHERAN IMMIGRATION AND REFUGEE SERVICE INC,LIRS REFUGEE MICROENTERPRISE PROGRAM - BALTIMORE,750000.0,289884.0,USA,MD,MD**510,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0237_7590
90RG0236,Department of Health and Human Services,NORTH CAROLINA AFRICAN SERVICES,TRIAD REFUGEE BUSINESS CENTER,750000.0,483967.05,USA,NC,NC**081,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0236_7590
90RG0235,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",THE MICROENTERPRISE DEVELOPMENT PROJECT IN KANSAS,749511.0,319693.0,USA,KS,KS**173,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0235_7590
90RG0234,Department of Health and Human Services,JEWISH FAMILY CAREER SERVICE,"TO PROVIDE MICROENTERPRISE DEVELOPMENT SERVICES TO ASSIST REFUGEES IN LOUISVILLE, KY TO ACHIEVE FINANCIAL SELF-SUFFICIENCY AND INTEGRATION IN THE LOCAL COMMUNITY THROUGH BUSINESS OWNERSHIP.",531933.0,109596.66,USA,KY,KY**111,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0234_7590
90RG0233,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",THE REFUGEE MICROENTERPRISE DEVELOPMENT PROGRAM IN ATLANTA,749997.0,458662.0,USA,GA,GA**089,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0233_7590
90RG0232,Department of Health and Human Services,LUTHERAN SOCIAL SERVICES OF COLORADO,"REFUGEE MICROENTERPRISE DEVELOPMENT PROGRAM FOR ELIGIBLE REFUGEES RESETTLED IN BERNALILLO COUNTY, NEW MEXICO.",749997.0,218520.26,USA,CO,CO**059,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0232_7590
90RG0231,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,INTERNATIONAL RESCUE COMMITTEE EAST BAY MICROENTERPRISE DEVELOPEMENT PROGRAM,525000.0,350000.0,USA,CA,CA**001,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0231_7590
90RG0230,Department of Health and Human Services,ALLIANCE FOR MULTICULTURAL COMMUNITY SERVICES (AMCS),THE ALLIANCE ORR MICROENTERPRISE DEVELOPMENT (MED) PROJECT,354854.36,317538.66,USA,TX,TX**201,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0230_7590
90RG0229,Department of Health and Human Services,ECDC ENTERPRISE DEVELOPMENT GROUP,PROVIDE LOAN AND TECHNICAL ASSISTANCE FOR  REFUGEES AND ASYLEE IN THE METRO WASHINGTON AREA INCLUDING BALTIMORE AND BALTIMORE CITY,750000.0,433559.0,USA,VA,VA**013,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0229_7590
90RG0228,Department of Health and Human Services,HIAS INC,"MICROENTERPRISE OPPORTUNITIES FOR REFUGEES IN ANN ARBOR, MI AND CLEVELAND, OH",750000.0,457016.49,USA,NY,NY**061,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0228_7590
90RG0227,Department of Health and Human Services,"JANNUS, INC.",JANNUS ECONOMIC OPPORTUNITY MED,750000.0,494778.02,USA,ID,ID**001,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0227_7590
90RG0226,Department of Health and Human Services,INTERNATIONAL COUNCIL FOR REFUGEES & IMMIGRANTS INC,"THE INTERNATIONAL COUNCIL FOR REFUGEES AND IMMIGRANTS (ICRI) IS RESPECTFULLY REQUESTING FUNDING IN THE AMOUNT OF $250,000 TO FOUND THE ICRI CENTER FOR ECONOMIC EMPOWERMENT.",750000.0,450112.42,USA,NE,NE**055,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0226_7590
90RG0225,Department of Health and Human Services,"OPENING DOORS, INC",TRAINING AND TECHNICAL ASSISTANCE IN PROFESSIONAL CHILD CARE AND MICROENTERPRISE DEVELOPMENT,562500.0,331581.17,USA,CA,CA**067,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0225_7590
90RG0224,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROGRAM IN SEATTLE,562500.0,249243.0,USA,NY,NY**061,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0224_7590
90RG0223,Department of Health and Human Services,ALLIANCE FOR MULTICULTURAL COMMUNITY SERVICES (AMCS),"THIS PROJECT SEEKS TO PREPARE ELIGIBLE AFGHAN ENTRANTS WHO HAVE BEEN RESETTLED IN HOUSTON,, TEXAS, AND THE SURROUNDING AREA TO ESTABLISH HOME-BASED CHILDCARE MICROENTERPRISE",219981.23,219981.23,USA,TX,TX**201,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0223_7590
90RG0222,Department of Health and Human Services,INTERNATIONAL RESCUE COMMITTEE INC,AFGHAN FAMILY CHILDCARE CENTERS AND MICROENTERPRISE DEVELOPMENT (AFCCMED) IN OAKLAND AND SAN JOSE,562500.0,371481.0,USA,NY,NY*****,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0222_7590
90RG0221,Department of Health and Human Services,"REFUGEE & IMMIGRANT SELF-EMPOWERMENT, INC.",SYRACUSE REFUGEE FAMILY CHILDCARE MICROENTERPRISE PROGRAM,549421.0,256896.04,USA,NY,NY**067,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0221_7590
90RG0220,Department of Health and Human Services,SOMALI FAMILY SERVICE OF SAN DIEGO,SFS AFGHAN FAMILY CHILD CARE PROGRAM,561621.0,134625.63,USA,CA,CA**073,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0220_7590
90RG0219,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC",IRC IN SAN DIEGO REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROGRAMS,562500.0,331037.0,USA,CA,CA**073,2022,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0219_7590
90RG0218,Department of Health and Human Services,SOMALI BANTU ASSOCIATION OF AMERICA,WOMEN ENTREPRENEURS: DEVELOPING REFUGEE ECONOMIC ADVANCEMENT THROUGH MICROENTERPRISE (WE DREAM),562097.0,562097.0,USA,CA,CA66000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0218_7590
90RG0217,Department of Health and Human Services,THE IMMIGRANT AND REFUGEE COMMUNITY ORGANIZATION,OREGON REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROJECT,562500.0,306144.34,USA,OR,OR59000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0217_7590
90RG0216,Department of Health and Human Services,"JANNUS, INC.",REFUGEE CHILDCARE BUSINESS DEVELOPMENT PROGRAM,562500.0,537887.15,USA,ID,ID08700,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0216_7590
90RG0215,Department of Health and Human Services,"CHILD CARE COUNCIL, INC.",REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROGRAM,348620.0,148664.59,USA,NY,NY63000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0215_7590
90RG0214,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC",IRC SAN DIEGO REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROGRAM,562500.0,519480.32,USA,CA,CA66000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0214_7590
90RG0213,Department of Health and Human Services,CATHERINE MCAULEY CENTER,REFUGEE CHILD CARE BUSINESS DEVELOPMENT PROGRAM,537770.0,355781.12,USA,IA,IA12000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0213_7590
90RG0212,Department of Health and Human Services,YOSEMITE COMMUNITY COLLEGE DISTRICT,REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROGRAM,562500.0,285559.08,USA,CA,CA48354,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0212_7590
90RG0211,Department of Health and Human Services,"INTERNATIONAL RESCUE COMMITTEE, INC.",IRC SLC REFUGEE FAMILY CHILD CARE MICROENTERPRISE DEVELOPMENT PROGRAM,562500.0,560624.0,USA,UT,UT67000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0211_7590
90RG0210,Department of Health and Human Services,"INSPIRITUS, INC.",THE INSPIRITUS  MED PROGRAM WILL SERVE REFUGEES AND OTHER ORR-ELIGIBLE POPULATIONS IN THE METRO ATLANTA AREA.,1000000.0,628571.23,USA,GA,GA04000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0210_7590
90RG0209,Department of Health and Human Services,INTERNATIONAL INSTITUTE OF METROPOLITAN ST. LOUIS,MISSOURI MICROENTERPRISE DEVELOPMENT PROJECT 2022,1000000.0,695034.04,USA,MO,MO65000,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0209_7590
90RG0208,Department of Health and Human Services,ALLIANCE FOR AFRICAN ASSISTANCE,REFUGEE ACHIEVING INDIVIDUAL SUCCESS THROUGH ECONOMIC EMPOWERMENT (RAISE),1000000.0,750000.0,USA,CA,CA99073,2021,93.576,https://www.usaspending.gov/award/ASST_NON_90RG0208_7590
